"DateTime","Embodied cognition[en]","Cognitive science[en]","Mind[en]","Cognition[en]"
"2011-05-16 00:00:00",256,923,925,2668
"2011-05-17 00:00:00",410,923,1022,2618
"2011-05-18 00:00:00",245,1006,967,2713
"2011-05-19 00:00:00",216,940,834,2593
"2011-05-20 00:00:00",179,775,962,2075
"2011-05-21 00:00:00",141,652,2721,1735
"2011-05-22 00:00:00",156,711,1942,2019
"2011-05-23 00:00:00",168,915,1474,2558
"2011-05-24 00:00:00",183,834,1435,2588
"2011-05-25 00:00:00",239,930,15289,3078
"2011-05-26 00:00:00",200,908,7620,2559
"2011-05-27 00:00:00",271,779,9610,2034
"2011-05-28 00:00:00",176,638,1281,1445
"2011-05-29 00:00:00",153,1398,1213,2032
"2011-05-30 00:00:00",177,1688,1334,2486
"2011-05-31 00:00:00",175,1649,1092,2665
"2011-06-01 00:00:00",212,1647,864,2683
"2011-06-02 00:00:00",152,1475,1057,2496
"2011-06-03 00:00:00",124,785,1035,1895
"2011-06-04 00:00:00",97,685,772,1586
"2011-06-05 00:00:00",128,655,915,1692
"2011-06-06 00:00:00",171,900,1197,2272
"2011-06-07 00:00:00",186,917,1233,2438
"2011-06-08 00:00:00",206,931,1357,2304
"2011-06-09 00:00:00",151,950,1261,2362
"2011-06-10 00:00:00",184,819,850,1882
"2011-06-11 00:00:00",117,597,848,1532
"2011-06-12 00:00:00",134,724,865,1755
"2011-06-13 00:00:00",179,949,876,2311
"2011-06-14 00:00:00",144,935,1000,2014
"2011-06-15 00:00:00",170,975,1030,2502
"2011-06-16 00:00:00",141,891,969,2396
"2011-06-17 00:00:00",130,820,944,1967
"2011-06-18 00:00:00",180,622,784,1577
"2011-06-19 00:00:00",222,797,807,1716
"2011-06-20 00:00:00",194,1022,815,2279
"2011-06-21 00:00:00",217,1050,836,2502
"2011-06-22 00:00:00",150,964,988,2413
"2011-06-23 00:00:00",142,856,777,2046
"2011-06-24 00:00:00",104,801,2119,2000
"2011-06-25 00:00:00",118,685,850,1589
"2011-06-26 00:00:00",133,720,867,1759
"2011-06-27 00:00:00",200,941,1006,2484
"2011-06-28 00:00:00",187,897,866,2290
"2011-06-29 00:00:00",188,871,868,2011
"2011-06-30 00:00:00",149,886,878,2026
"2011-07-01 00:00:00",107,713,839,1685
"2011-07-02 00:00:00",113,571,786,1263
"2011-07-03 00:00:00",95,671,904,1299
"2011-07-04 00:00:00",127,770,938,1802
"2011-07-05 00:00:00",123,794,1115,2096
"2011-07-06 00:00:00",130,898,1002,2209
"2011-07-07 00:00:00",145,865,895,2279
"2011-07-08 00:00:00",104,795,847,1984
"2011-07-09 00:00:00",86,638,765,1495
"2011-07-10 00:00:00",128,681,744,1656
"2011-07-11 00:00:00",125,852,883,2195
"2011-07-12 00:00:00",114,877,876,2175
"2011-07-13 00:00:00",147,802,889,2001
"2011-07-14 00:00:00",162,824,953,2102
"2011-07-15 00:00:00",135,856,799,1807
"2011-07-16 00:00:00",93,621,685,1366
"2011-07-17 00:00:00",103,642,762,1608
"2011-07-18 00:00:00",134,848,887,2238
"2011-07-19 00:00:00",133,867,802,2137
"2011-07-20 00:00:00",172,836,859,2247
"2011-07-21 00:00:00",159,828,1092,2125
"2011-07-22 00:00:00",178,735,821,1786
"2011-07-23 00:00:00",135,589,734,1417
"2011-07-24 00:00:00",91,626,854,1534
"2011-07-25 00:00:00",151,831,1039,2222
"2011-07-26 00:00:00",182,794,937,2242
"2011-07-27 00:00:00",149,800,874,2207
"2011-07-28 00:00:00",167,805,947,2162
"2011-07-29 00:00:00",137,709,810,1911
"2011-07-30 00:00:00",96,650,794,1513
"2011-07-31 00:00:00",105,644,757,1602
"2011-08-01 00:00:00",145,724,844,2020
"2011-08-02 00:00:00",145,752,942,2202
"2011-08-03 00:00:00",159,822,1185,2237
"2011-08-04 00:00:00",120,833,1506,2088
"2011-08-05 00:00:00",103,708,1576,2629
"2011-08-06 00:00:00",195,688,1231,1352
"2011-08-07 00:00:00",88,679,1352,1591
"2011-08-08 00:00:00",143,920,1447,2171
"2011-08-09 00:00:00",170,954,1256,2193
"2011-08-10 00:00:00",155,901,1298,2261
"2011-08-11 00:00:00",119,891,1210,2203
"2011-08-12 00:00:00",138,766,1224,1857
"2011-08-13 00:00:00",96,771,968,1434
"2011-08-14 00:00:00",119,672,1028,1739
"2011-08-15 00:00:00",165,761,1262,1974
"2011-08-16 00:00:00",163,871,1074,2142
"2011-08-17 00:00:00",147,791,1108,2064
"2011-08-18 00:00:00",123,903,1149,1938
"2011-08-19 00:00:00",124,841,1230,1935
"2011-08-20 00:00:00",101,714,1174,1603
"2011-08-21 00:00:00",105,684,1226,1825
"2011-08-22 00:00:00",104,891,1401,2174
"2011-08-23 00:00:00",162,876,1312,2591
"2011-08-24 00:00:00",123,899,1175,2866
"2011-08-25 00:00:00",125,795,1381,2438
"2011-08-26 00:00:00",133,831,973,2020
"2011-08-27 00:00:00",100,683,1096,1607
"2011-08-28 00:00:00",93,677,997,1743
"2011-08-29 00:00:00",145,832,1096,2188
"2011-08-30 00:00:00",133,883,867,2210
"2011-08-31 00:00:00",160,915,850,2501
"2011-09-01 00:00:00",165,988,864,2360
"2011-09-02 00:00:00",134,831,856,2158
"2011-09-03 00:00:00",111,651,683,1505
"2011-09-04 00:00:00",110,690,752,1706
"2011-09-05 00:00:00",138,831,1339,2205
"2011-09-06 00:00:00",172,904,814,2610
"2011-09-07 00:00:00",169,950,770,2612
"2011-09-08 00:00:00",159,862,902,2591
"2011-09-09 00:00:00",127,864,902,2293
"2011-09-10 00:00:00",94,727,788,1778
"2011-09-11 00:00:00",113,848,689,2037
"2011-09-12 00:00:00",245,1000,949,2704
"2011-09-13 00:00:00",144,1067,967,2697
"2011-09-14 00:00:00",141,1053,891,2718
"2011-09-15 00:00:00",164,988,1007,2907
"2011-09-16 00:00:00",194,991,787,2431
"2011-09-17 00:00:00",145,808,890,1922
"2011-09-18 00:00:00",148,780,966,2143
"2011-09-19 00:00:00",228,1066,928,2913
"2011-09-20 00:00:00",196,1048,940,2821
"2011-09-21 00:00:00",240,1182,990,2783
"2011-09-22 00:00:00",195,1138,918,2669
"2011-09-23 00:00:00",136,920,902,2369
"2011-09-24 00:00:00",122,816,854,1873
"2011-09-25 00:00:00",151,799,786,2043
"2011-09-26 00:00:00",169,1074,920,2802
"2011-09-27 00:00:00",204,990,828,2808
"2011-09-28 00:00:00",181,1007,728,2767
"2011-09-29 00:00:00",195,1212,853,2826
"2011-09-30 00:00:00",187,1035,1059,2734
"2011-10-01 00:00:00",144,848,875,1945
"2011-10-02 00:00:00",159,868,951,2313
"2011-10-03 00:00:00",225,1143,1066,3210
"2011-10-04 00:00:00",232,1140,1072,3244
"2011-10-05 00:00:00",249,1107,1123,3340
"2011-10-06 00:00:00",224,1050,935,3172
"2011-10-07 00:00:00",166,1072,1036,2848
"2011-10-08 00:00:00",132,621,684,1498
"2011-10-09 00:00:00",153,929,923,2475
"2011-10-10 00:00:00",200,1085,1010,3096
"2011-10-11 00:00:00",200,1163,1054,3389
"2011-10-12 00:00:00",217,1287,1112,3389
"2011-10-13 00:00:00",265,1320,1244,3668
"2011-10-14 00:00:00",191,982,991,3002
"2011-10-15 00:00:00",152,781,879,1974
"2011-10-16 00:00:00",169,821,813,2356
"2011-10-17 00:00:00",267,1091,1158,3375
"2011-10-18 00:00:00",285,1086,953,3600
"2011-10-19 00:00:00",241,1142,1151,3375
"2011-10-20 00:00:00",238,1063,1027,3247
"2011-10-21 00:00:00",196,846,857,2525
"2011-10-22 00:00:00",128,798,717,1674
"2011-10-23 00:00:00",229,757,908,2094
"2011-10-24 00:00:00",267,1107,971,3139
"2011-10-25 00:00:00",271,1113,999,3161
"2011-10-26 00:00:00",273,1157,1089,3595
"2011-10-27 00:00:00",280,1138,1199,3549
"2011-10-28 00:00:00",242,1053,1080,2705
"2011-10-29 00:00:00",147,836,920,1898
"2011-10-30 00:00:00",249,899,1027,2389
"2011-10-31 00:00:00",256,1178,1332,3481
"2011-11-01 00:00:00",274,1117,1033,3324
"2011-11-02 00:00:00",283,1188,1041,3680
"2011-11-03 00:00:00",261,1171,1148,3576
"2011-11-04 00:00:00",291,1039,1136,2818
"2011-11-05 00:00:00",216,839,813,2104
"2011-11-06 00:00:00",215,944,928,2502
"2011-11-07 00:00:00",297,1170,1224,3478
"2011-11-08 00:00:00",315,1118,1112,3546
"2011-11-09 00:00:00",290,1145,1123,3474
"2011-11-10 00:00:00",295,1317,1100,3611
"2011-11-11 00:00:00",233,1032,1094,2718
"2011-11-12 00:00:00",212,847,864,2098
"2011-11-13 00:00:00",239,1082,986,2590
"2011-11-14 00:00:00",393,1237,1159,3668
"2011-11-15 00:00:00",338,1232,1411,3655
"2011-11-16 00:00:00",314,1214,1074,3698
"2011-11-17 00:00:00",442,1188,1232,3523
"2011-11-18 00:00:00",265,983,1357,2811
"2011-11-19 00:00:00",180,788,1191,1920
"2011-11-20 00:00:00",209,899,1204,2474
"2011-11-21 00:00:00",250,1164,1401,3210
"2011-11-22 00:00:00",269,1145,1362,3163
"2011-11-23 00:00:00",236,1024,1314,2746
"2011-11-24 00:00:00",209,903,1015,2206
"2011-11-25 00:00:00",198,897,1051,1958
"2011-11-26 00:00:00",144,797,1075,1854
"2011-11-27 00:00:00",190,911,930,2303
"2011-11-28 00:00:00",238,1104,1651,3146
"2011-11-29 00:00:00",270,1166,1245,3421
"2011-11-30 00:00:00",289,1181,1285,3072
"2011-12-01 00:00:00",360,1122,1257,3139
"2011-12-02 00:00:00",250,916,3034,2589
"2011-12-03 00:00:00",285,872,2793,2035
"2011-12-04 00:00:00",221,839,2995,2299
"2011-12-05 00:00:00",336,1099,4061,3406
"2011-12-06 00:00:00",437,1078,4236,3417
"2011-12-07 00:00:00",315,1026,4534,3417
"2011-12-08 00:00:00",289,1069,2282,3267
"2011-12-09 00:00:00",310,1029,985,2621
"2011-12-10 00:00:00",216,807,886,2023
"2011-12-11 00:00:00",239,922,1013,2272
"2011-12-12 00:00:00",306,1131,1120,3201
"2011-12-13 00:00:00",329,1177,1323,3287
"2011-12-14 00:00:00",239,1027,1312,3117
"2011-12-15 00:00:00",278,920,1156,2907
"2011-12-16 00:00:00",237,793,971,2264
"2011-12-17 00:00:00",140,716,836,1562
"2011-12-18 00:00:00",134,782,857,1755
"2011-12-19 00:00:00",247,847,991,2180
"2011-12-20 00:00:00",215,810,919,1962
"2011-12-21 00:00:00",181,780,885,1857
"2011-12-22 00:00:00",150,812,878,1667
"2011-12-23 00:00:00",5,37,51,83
"2011-12-24 00:00:00",0,0,0,0
"2011-12-25 00:00:00",0,0,0,0
"2011-12-26 00:00:00",53,232,305,465
"2011-12-27 00:00:00",136,808,1066,1586
"2011-12-28 00:00:00",139,791,976,1611
"2011-12-29 00:00:00",147,756,979,1583
"2011-12-30 00:00:00",141,728,893,1625
"2011-12-31 00:00:00",123,670,815,1159
"2012-01-01 00:00:00",138,610,781,1164
"2012-01-02 00:00:00",193,797,836,1795
"2012-01-03 00:00:00",217,1010,918,2185
"2012-01-04 00:00:00",167,925,988,2485
"2012-01-05 00:00:00",250,916,1256,2503
"2012-01-06 00:00:00",155,996,1018,2592
"2012-01-07 00:00:00",172,837,906,1924
"2012-01-08 00:00:00",164,1004,935,2079
"2012-01-09 00:00:00",237,1100,1188,2719
"2012-01-10 00:00:00",217,1118,1234,2761
"2012-01-11 00:00:00",312,1296,1230,2868
"2012-01-12 00:00:00",219,1159,1321,2826
"2012-01-13 00:00:00",229,923,1319,2681
"2012-01-14 00:00:00",196,813,957,1864
"2012-01-15 00:00:00",226,803,1015,2060
"2012-01-16 00:00:00",218,1048,1197,2519
"2012-01-17 00:00:00",276,1021,1275,2860
"2012-01-18 00:00:00",195,940,1222,2694
"2012-01-19 00:00:00",203,1007,1153,2840
"2012-01-20 00:00:00",193,998,1147,2606
"2012-01-21 00:00:00",206,752,943,2021
"2012-01-22 00:00:00",212,905,1106,2098
"2012-01-23 00:00:00",244,1149,1153,2922
"2012-01-24 00:00:00",232,1093,1195,3070
"2012-01-25 00:00:00",287,1129,1161,2948
"2012-01-26 00:00:00",254,1099,1334,3024
"2012-01-27 00:00:00",212,1115,1191,2708
"2012-01-28 00:00:00",225,827,1058,1991
"2012-01-29 00:00:00",232,850,1168,2296
"2012-01-30 00:00:00",299,1094,1331,3090
"2012-01-31 00:00:00",305,1114,1224,3382
"2012-02-01 00:00:00",237,1054,1242,3057
"2012-02-02 00:00:00",245,1097,1303,3242
"2012-02-03 00:00:00",254,997,2128,2934
"2012-02-04 00:00:00",237,775,1005,2154
"2012-02-05 00:00:00",226,852,1089,2249
"2012-02-06 00:00:00",340,1013,1286,2914
"2012-02-07 00:00:00",268,1066,1307,3499
"2012-02-08 00:00:00",326,1109,1391,3300
"2012-02-09 00:00:00",313,1008,1249,3113
"2012-02-10 00:00:00",238,943,1153,2626
"2012-02-11 00:00:00",190,704,949,2042
"2012-02-12 00:00:00",184,826,1101,2289
"2012-02-13 00:00:00",422,1069,1237,3098
"2012-02-14 00:00:00",267,992,1180,3074
"2012-02-15 00:00:00",245,986,1207,3158
"2012-02-16 00:00:00",374,1013,1234,3119
"2012-02-17 00:00:00",247,953,1109,2506
"2012-02-18 00:00:00",203,752,959,2005
"2012-02-19 00:00:00",265,830,1095,2212
"2012-02-20 00:00:00",298,925,1125,2909
"2012-02-21 00:00:00",379,1100,1247,3103
"2012-02-22 00:00:00",317,1078,1279,3246
"2012-02-23 00:00:00",271,1048,1104,3227
"2012-02-24 00:00:00",370,853,1016,2650
"2012-02-25 00:00:00",219,734,916,2132
"2012-02-26 00:00:00",247,843,969,2643
"2012-02-27 00:00:00",375,959,1055,3375
"2012-02-28 00:00:00",310,1001,1027,3367
"2012-02-29 00:00:00",303,1013,957,3359
"2012-03-01 00:00:00",324,1023,1041,3215
"2012-03-02 00:00:00",285,909,1069,2742
"2012-03-03 00:00:00",252,759,994,2087
"2012-03-04 00:00:00",229,845,942,2379
"2012-03-05 00:00:00",309,1014,1198,3061
"2012-03-06 00:00:00",314,980,1280,3241
"2012-03-07 00:00:00",330,1000,1179,3185
"2012-03-08 00:00:00",307,1007,1227,3275
"2012-03-09 00:00:00",300,892,937,2794
"2012-03-10 00:00:00",296,731,939,1909
"2012-03-11 00:00:00",261,884,949,2282
"2012-03-12 00:00:00",336,1001,876,2932
"2012-03-13 00:00:00",265,1092,959,3031
"2012-03-14 00:00:00",309,980,1099,2919
"2012-03-15 00:00:00",266,925,1071,2873
"2012-03-16 00:00:00",212,786,896,2245
"2012-03-17 00:00:00",214,741,692,1822
"2012-03-18 00:00:00",190,825,799,2030
"2012-03-19 00:00:00",299,944,968,2855
"2012-03-20 00:00:00",327,1053,990,2881
"2012-03-21 00:00:00",311,837,962,2758
"2012-03-22 00:00:00",241,857,954,2457
"2012-03-23 00:00:00",207,811,816,2174
"2012-03-24 00:00:00",147,633,685,1502
"2012-03-25 00:00:00",214,870,820,2141
"2012-03-26 00:00:00",328,1018,842,2736
"2012-03-27 00:00:00",309,971,924,2901
"2012-03-28 00:00:00",233,903,925,2602
"2012-03-29 00:00:00",395,906,934,2652
"2012-03-30 00:00:00",263,811,805,2180
"2012-03-31 00:00:00",165,675,661,1647
"2012-04-01 00:00:00",204,707,801,1958
"2012-04-02 00:00:00",281,944,835,2625
"2012-04-03 00:00:00",298,933,1205,2787
"2012-04-04 00:00:00",395,996,925,2650
"2012-04-05 00:00:00",337,885,824,2318
"2012-04-06 00:00:00",251,802,699,1841
"2012-04-07 00:00:00",221,710,894,1480
"2012-04-08 00:00:00",243,706,714,1642
"2012-04-09 00:00:00",267,875,869,2421
"2012-04-10 00:00:00",315,895,858,2624
"2012-04-11 00:00:00",313,972,948,2739
"2012-04-12 00:00:00",422,1001,906,2686
"2012-04-13 00:00:00",303,924,949,2181
"2012-04-14 00:00:00",196,665,686,1719
"2012-04-15 00:00:00",237,742,746,2073
"2012-04-16 00:00:00",315,932,919,2722
"2012-04-17 00:00:00",338,829,997,2926
"2012-04-18 00:00:00",340,921,937,3156
"2012-04-19 00:00:00",278,955,924,2954
"2012-04-20 00:00:00",225,773,839,2313
"2012-04-21 00:00:00",222,668,802,1925
"2012-04-22 00:00:00",278,739,823,2282
"2012-04-23 00:00:00",375,1120,969,3208
"2012-04-24 00:00:00",481,1161,1019,3260
"2012-04-25 00:00:00",313,863,960,3077
"2012-04-26 00:00:00",278,855,840,2978
"2012-04-27 00:00:00",236,802,777,2507
"2012-04-28 00:00:00",204,667,698,1974
"2012-04-29 00:00:00",215,749,758,2339
"2012-04-30 00:00:00",293,970,1198,2869
"2012-05-01 00:00:00",355,936,998,3120
"2012-05-02 00:00:00",287,926,1067,3060
"2012-05-03 00:00:00",319,929,1070,2880
"2012-05-04 00:00:00",246,885,973,2522
"2012-05-05 00:00:00",259,771,871,1939
"2012-05-06 00:00:00",299,983,922,2316
"2012-05-07 00:00:00",390,1112,1173,2985
"2012-05-08 00:00:00",382,1291,1007,3086
"2012-05-09 00:00:00",323,931,1200,2889
"2012-05-10 00:00:00",265,877,967,2868
"2012-05-11 00:00:00",213,717,810,2265
"2012-05-12 00:00:00",197,696,866,1753
"2012-05-13 00:00:00",197,686,899,1884
"2012-05-14 00:00:00",288,943,971,2765
"2012-05-15 00:00:00",302,922,1016,2759
"2012-05-16 00:00:00",249,887,1037,2587
"2012-05-17 00:00:00",209,906,1046,2492
"2012-05-18 00:00:00",242,761,908,2094
"2012-05-19 00:00:00",184,617,707,1628
"2012-05-20 00:00:00",235,671,774,1847
"2012-05-21 00:00:00",230,859,937,2531
"2012-05-22 00:00:00",247,877,938,2685
"2012-05-23 00:00:00",232,784,945,2541
"2012-05-24 00:00:00",207,955,1077,2502
"2012-05-25 00:00:00",172,817,900,2232
"2012-05-26 00:00:00",169,660,843,1650
"2012-05-27 00:00:00",192,657,854,1838
"2012-05-28 00:00:00",260,819,1035,2241
"2012-05-29 00:00:00",239,862,1273,2740
"2012-05-30 00:00:00",237,810,1149,2912
"2012-05-31 00:00:00",287,849,1170,2701
"2012-06-01 00:00:00",518,690,1008,2366
"2012-06-02 00:00:00",200,652,854,1688
"2012-06-03 00:00:00",182,680,889,1986
"2012-06-04 00:00:00",246,935,1003,2635
"2012-06-05 00:00:00",267,923,1015,2949
"2012-06-06 00:00:00",237,828,1079,2801
"2012-06-07 00:00:00",245,871,1074,2712
"2012-06-08 00:00:00",202,768,1011,2360
"2012-06-09 00:00:00",126,582,853,1792
"2012-06-10 00:00:00",180,640,922,2100
"2012-06-11 00:00:00",249,865,1090,2644
"2012-06-12 00:00:00",270,891,928,2781
"2012-06-13 00:00:00",268,855,1160,2912
"2012-06-14 00:00:00",356,866,1322,2878
"2012-06-15 00:00:00",267,830,1022,2406
"2012-06-16 00:00:00",198,601,859,1891
"2012-06-17 00:00:00",174,755,981,2197
"2012-06-18 00:00:00",299,936,1253,2794
"2012-06-19 00:00:00",273,985,1019,3070
"2012-06-20 00:00:00",286,994,1032,2869
"2012-06-21 00:00:00",271,902,1126,2785
"2012-06-22 00:00:00",189,826,1014,2243
"2012-06-23 00:00:00",164,773,1100,1949
"2012-06-24 00:00:00",211,811,1028,2079
"2012-06-25 00:00:00",203,956,1096,2642
"2012-06-26 00:00:00",278,962,1033,2814
"2012-06-27 00:00:00",275,974,1057,2649
"2012-06-28 00:00:00",285,920,1113,2563
"2012-06-29 00:00:00",207,716,924,2007
"2012-06-30 00:00:00",144,681,876,1622
"2012-07-01 00:00:00",171,679,801,1765
"2012-07-02 00:00:00",215,847,916,2391
"2012-07-03 00:00:00",165,889,995,2401
"2012-07-04 00:00:00",205,858,896,2243
"2012-07-05 00:00:00",247,801,990,2192
"2012-07-06 00:00:00",307,741,1077,2051
"2012-07-07 00:00:00",169,625,778,1716
"2012-07-08 00:00:00",181,649,906,1862
"2012-07-09 00:00:00",241,854,903,2462
"2012-07-10 00:00:00",231,936,1054,2620
"2012-07-11 00:00:00",242,911,1208,2512
"2012-07-12 00:00:00",267,898,982,2413
"2012-07-13 00:00:00",298,1076,916,2321
"2012-07-14 00:00:00",334,1030,856,1917
"2012-07-15 00:00:00",235,786,916,2057
"2012-07-16 00:00:00",214,949,970,2596
"2012-07-17 00:00:00",221,943,1191,2585
"2012-07-18 00:00:00",217,941,1086,2741
"2012-07-19 00:00:00",162,827,1127,2512
"2012-07-20 00:00:00",172,823,958,2108
"2012-07-21 00:00:00",128,635,887,1654
"2012-07-22 00:00:00",138,630,824,1753
"2012-07-23 00:00:00",206,876,1102,2596
"2012-07-24 00:00:00",185,848,1087,2526
"2012-07-25 00:00:00",263,830,1020,2656
"2012-07-26 00:00:00",218,759,1057,2455
"2012-07-27 00:00:00",199,703,966,1951
"2012-07-28 00:00:00",143,579,813,1743
"2012-07-29 00:00:00",157,633,887,1717
"2012-07-30 00:00:00",172,771,1095,2663
"2012-07-31 00:00:00",203,835,1061,2534
"2012-08-01 00:00:00",268,745,1041,2421
"2012-08-02 00:00:00",209,723,955,2399
"2012-08-03 00:00:00",201,616,938,1951
"2012-08-04 00:00:00",178,597,805,1559
"2012-08-05 00:00:00",155,608,872,1907
"2012-08-06 00:00:00",209,730,995,2368
"2012-08-07 00:00:00",193,766,986,2399
"2012-08-08 00:00:00",199,840,993,2447
"2012-08-09 00:00:00",202,741,939,2290
"2012-08-10 00:00:00",168,701,916,2072
"2012-08-11 00:00:00",168,602,938,1664
"2012-08-12 00:00:00",156,722,893,1769
"2012-08-13 00:00:00",214,850,982,2433
"2012-08-14 00:00:00",205,843,1070,2530
"2012-08-15 00:00:00",185,837,961,2584
"2012-08-16 00:00:00",197,819,924,2414
"2012-08-17 00:00:00",188,751,870,2061
"2012-08-18 00:00:00",134,642,833,1649
"2012-08-19 00:00:00",157,699,877,1747
"2012-08-20 00:00:00",217,880,998,2393
"2012-08-21 00:00:00",230,923,1036,2831
"2012-08-22 00:00:00",206,982,963,2721
"2012-08-23 00:00:00",187,1039,994,2703
"2012-08-24 00:00:00",162,846,924,2365
"2012-08-25 00:00:00",140,634,981,1839
"2012-08-26 00:00:00",180,717,873,2162
"2012-08-27 00:00:00",225,1041,1045,3336
"2012-08-28 00:00:00",234,1042,1122,3222
"2012-08-29 00:00:00",232,995,1036,3264
"2012-08-30 00:00:00",232,882,1090,3133
"2012-08-31 00:00:00",205,916,975,2622
"2012-09-01 00:00:00",152,678,879,1966
"2012-09-02 00:00:00",162,783,986,2303
"2012-09-03 00:00:00",216,931,964,2825
"2012-09-04 00:00:00",265,951,1065,3257
"2012-09-05 00:00:00",234,1005,1055,3660
"2012-09-06 00:00:00",247,1089,1167,3537
"2012-09-07 00:00:00",215,943,1053,2931
"2012-09-08 00:00:00",171,810,904,2333
"2012-09-09 00:00:00",218,890,1028,2767
"2012-09-10 00:00:00",291,1134,1103,3753
"2012-09-11 00:00:00",303,1042,1105,3843
"2012-09-12 00:00:00",328,1094,1096,3911
"2012-09-13 00:00:00",336,1110,1213,3811
"2012-09-14 00:00:00",439,999,1145,3128
"2012-09-15 00:00:00",275,759,1009,2281
"2012-09-16 00:00:00",275,899,960,2813
"2012-09-17 00:00:00",308,1088,1136,3708
"2012-09-18 00:00:00",308,1203,1176,3922
"2012-09-19 00:00:00",342,1073,1186,3878
"2012-09-20 00:00:00",285,1093,1053,3772
"2012-09-21 00:00:00",276,979,933,2858
"2012-09-22 00:00:00",225,821,688,2227
"2012-09-23 00:00:00",245,785,929,2461
"2012-09-24 00:00:00",301,1146,1216,3473
"2012-09-25 00:00:00",297,1105,1140,3553
"2012-09-26 00:00:00",263,1252,1131,3536
"2012-09-27 00:00:00",312,1176,990,3832
"2012-09-28 00:00:00",239,1014,923,3082
"2012-09-29 00:00:00",245,748,934,2272
"2012-09-30 00:00:00",212,880,985,2856
"2012-10-01 00:00:00",322,1213,1167,3873
"2012-10-02 00:00:00",362,1254,1236,4015
"2012-10-03 00:00:00",373,1194,1404,3944
"2012-10-04 00:00:00",299,1128,1227,3775
"2012-10-05 00:00:00",206,910,1037,3055
"2012-10-06 00:00:00",327,800,823,2265
"2012-10-07 00:00:00",363,1007,939,2710
"2012-10-08 00:00:00",332,1164,1178,3688
"2012-10-09 00:00:00",349,1118,1244,3935
"2012-10-10 00:00:00",324,1155,1326,3995
"2012-10-11 00:00:00",308,1189,1094,3983
"2012-10-12 00:00:00",272,1037,1044,3121
"2012-10-13 00:00:00",234,875,870,2606
"2012-10-14 00:00:00",246,964,1254,2926
"2012-10-15 00:00:00",306,1154,1249,3991
"2012-10-16 00:00:00",307,1113,1134,4001
"2012-10-17 00:00:00",321,1081,1178,3974
"2012-10-18 00:00:00",365,1065,1203,3984
"2012-10-19 00:00:00",275,897,988,3206
"2012-10-20 00:00:00",169,753,840,2210
"2012-10-21 00:00:00",266,890,877,2778
"2012-10-22 00:00:00",366,1055,1141,3870
"2012-10-23 00:00:00",341,1074,1047,3950
"2012-10-24 00:00:00",509,1174,948,3891
"2012-10-25 00:00:00",359,995,962,3778
"2012-10-26 00:00:00",283,904,966,2820
"2012-10-27 00:00:00",225,763,800,2162
"2012-10-28 00:00:00",285,911,856,2632
"2012-10-29 00:00:00",371,1105,940,3368
"2012-10-30 00:00:00",353,1128,1018,3406
"2012-10-31 00:00:00",344,1032,1025,3056
"2012-11-01 00:00:00",289,1051,963,3447
"2012-11-02 00:00:00",280,923,934,3148
"2012-11-03 00:00:00",212,766,891,2229
"2012-11-04 00:00:00",247,849,977,2815
"2012-11-05 00:00:00",447,1054,1042,3692
"2012-11-06 00:00:00",401,1112,1087,3952
"2012-11-07 00:00:00",373,984,1060,3651
"2012-11-08 00:00:00",359,1009,1163,3836
"2012-11-09 00:00:00",254,969,1054,2974
"2012-11-10 00:00:00",233,758,913,2274
"2012-11-11 00:00:00",246,836,983,2571
"2012-11-12 00:00:00",340,1079,1042,3632
"2012-11-13 00:00:00",359,1127,1027,3775
"2012-11-14 00:00:00",336,1101,962,3834
"2012-11-15 00:00:00",316,1126,955,3744
"2012-11-16 00:00:00",273,935,887,3102
"2012-11-17 00:00:00",267,802,887,2367
"2012-11-18 00:00:00",288,883,1035,2868
"2012-11-19 00:00:00",339,1069,1056,3783
"2012-11-20 00:00:00",295,1155,1058,3603
"2012-11-21 00:00:00",299,977,1118,3438
"2012-11-22 00:00:00",285,952,905,2699
"2012-11-23 00:00:00",273,877,926,2299
"2012-11-24 00:00:00",200,848,886,2123
"2012-11-25 00:00:00",238,910,916,2639
"2012-11-26 00:00:00",303,1225,1181,3848
"2012-11-27 00:00:00",414,1114,1117,3818
"2012-11-28 00:00:00",375,1179,1055,3708
"2012-11-29 00:00:00",422,1140,1017,3198
"2012-11-30 00:00:00",305,1028,1052,3060
"2012-12-01 00:00:00",247,842,958,2283
"2012-12-02 00:00:00",285,922,945,2807
"2012-12-03 00:00:00",440,993,1148,3742
"2012-12-04 00:00:00",321,1057,1184,4072
"2012-12-05 00:00:00",345,1183,1439,4215
"2012-12-06 00:00:00",331,1072,1342,3642
"2012-12-07 00:00:00",286,876,880,3069
"2012-12-08 00:00:00",201,743,1082,2339
"2012-12-09 00:00:00",240,842,935,2829
"2012-12-10 00:00:00",403,1073,1261,3986
"2012-12-11 00:00:00",433,964,1456,4024
"2012-12-12 00:00:00",396,1008,1146,3645
"2012-12-13 00:00:00",408,951,1172,3528
"2012-12-14 00:00:00",329,810,957,2898
"2012-12-15 00:00:00",243,742,655,1980
"2012-12-16 00:00:00",260,836,664,2212
"2012-12-17 00:00:00",254,1099,993,2968
"2012-12-18 00:00:00",273,899,1101,2869
"2012-12-19 00:00:00",220,970,954,2249
"2012-12-20 00:00:00",213,896,962,1955
"2012-12-21 00:00:00",184,861,853,1882
"2012-12-22 00:00:00",165,789,787,1413
